"Plot Title: 21658049"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 21658049, SEN S/N: 21658049)","Temp, °F (LGR S/N: 21658049, SEN S/N: 21658049)","Coupler Attached (LGR S/N: 21658049)","Host Connected (LGR S/N: 21658049)","Coupler Detached (LGR S/N: 21658049)","End Of File (LGR S/N: 21658049)"
471,04/16/23 12:10:00 AM,9.78,63.57,,,,
472,04/16/23 12:15:00 AM,9.78,63.57,,,,
473,04/16/23 12:20:00 AM,9.78,63.54,,,,
474,04/16/23 12:25:00 AM,9.78,63.54,,,,
475,04/16/23 12:30:00 AM,9.78,63.54,,,,
476,04/16/23 12:35:00 AM,9.78,63.54,,,,
477,04/16/23 12:40:00 AM,9.78,63.54,,,,
478,04/16/23 12:45:00 AM,9.78,63.54,,,,
479,04/16/23 12:50:00 AM,9.78,63.54,,,,
480,04/16/23 12:55:00 AM,9.78,63.54,,,,
481,04/16/23 01:00:00 AM,9.77,63.54,,,,
482,04/16/23 01:05:00 AM,9.78,63.54,,,,
483,04/16/23 01:10:00 AM,9.78,63.54,,,,
484,04/16/23 01:15:00 AM,9.78,63.54,,,,
485,04/16/23 01:20:00 AM,9.77,63.54,,,,
486,04/16/23 01:25:00 AM,9.78,63.54,,,,
487,04/16/23 01:30:00 AM,9.77,63.54,,,,
488,04/16/23 01:35:00 AM,9.77,63.54,,,,
489,04/16/23 01:40:00 AM,9.77,63.57,,,,
490,04/16/23 01:45:00 AM,9.77,63.57,,,,
491,04/16/23 01:50:00 AM,9.77,63.57,,,,
492,04/16/23 01:55:00 AM,9.77,63.57,,,,
493,04/16/23 02:00:00 AM,9.77,63.57,,,,
494,04/16/23 02:05:00 AM,9.76,63.61,,,,
495,04/16/23 02:10:00 AM,9.75,63.61,,,,
496,04/16/23 02:15:00 AM,9.76,63.61,,,,
497,04/16/23 02:20:00 AM,9.76,63.61,,,,
498,04/16/23 02:25:00 AM,9.76,63.61,,,,
499,04/16/23 02:30:00 AM,9.76,63.61,,,,
500,04/16/23 02:35:00 AM,9.75,63.61,,,,
501,04/16/23 02:40:00 AM,9.76,63.61,,,,
502,04/16/23 02:45:00 AM,9.76,63.61,,,,
503,04/16/23 02:50:00 AM,9.76,63.61,,,,
504,04/16/23 02:55:00 AM,9.75,63.61,,,,
505,04/16/23 03:00:00 AM,9.75,63.61,,,,
506,04/16/23 03:05:00 AM,9.75,63.61,,,,
507,04/16/23 03:10:00 AM,9.75,63.61,,,,
508,04/16/23 03:15:00 AM,9.75,63.61,,,,
509,04/16/23 03:20:00 AM,9.76,63.61,,,,
510,04/16/23 03:25:00 AM,9.74,63.61,,,,
511,04/16/23 03:30:00 AM,9.75,63.61,,,,
512,04/16/23 03:35:00 AM,9.75,63.57,,,,
513,04/16/23 03:40:00 AM,9.75,63.57,,,,
514,04/16/23 03:45:00 AM,9.75,63.57,,,,
515,04/16/23 03:50:00 AM,9.75,63.57,,,,
516,04/16/23 03:55:00 AM,9.76,63.57,,,,
517,04/16/23 04:00:00 AM,9.75,63.54,,,,
518,04/16/23 04:05:00 AM,9.75,63.54,,,,
519,04/16/23 04:10:00 AM,9.75,63.54,,,,
520,04/16/23 04:15:00 AM,9.76,63.54,,,,
521,04/16/23 04:20:00 AM,9.76,63.50,,,,
522,04/16/23 04:25:00 AM,9.76,63.50,,,,
523,04/16/23 04:30:00 AM,9.76,63.50,,,,
524,04/16/23 04:35:00 AM,9.75,63.50,,,,
525,04/16/23 04:40:00 AM,9.76,63.46,,,,
526,04/16/23 04:45:00 AM,9.75,63.46,,,,
527,04/16/23 04:50:00 AM,9.76,63.46,,,,
528,04/16/23 04:55:00 AM,9.75,63.46,,,,
529,04/16/23 05:00:00 AM,9.76,63.46,,,,
530,04/16/23 05:05:00 AM,9.75,63.43,,,,
531,04/16/23 05:10:00 AM,9.75,63.43,,,,
532,04/16/23 05:15:00 AM,9.75,63.43,,,,
533,04/16/23 05:20:00 AM,9.75,63.43,,,,
534,04/16/23 05:25:00 AM,9.75,63.43,,,,
535,04/16/23 05:30:00 AM,9.76,63.43,,,,
536,04/16/23 05:35:00 AM,9.75,63.39,,,,
537,04/16/23 05:40:00 AM,9.76,63.39,,,,
538,04/16/23 05:45:00 AM,9.76,63.39,,,,
539,04/16/23 05:50:00 AM,9.75,63.39,,,,
540,04/16/23 05:55:00 AM,9.75,63.39,,,,
541,04/16/23 06:00:00 AM,9.75,63.36,,,,
542,04/16/23 06:05:00 AM,9.75,63.36,,,,
543,04/16/23 06:10:00 AM,9.75,63.36,,,,
544,04/16/23 06:15:00 AM,9.75,63.36,,,,
545,04/16/23 06:20:00 AM,9.74,63.36,,,,
546,04/16/23 06:25:00 AM,9.75,63.36,,,,
547,04/16/23 06:30:00 AM,9.75,63.36,,,,
548,04/16/23 06:35:00 AM,9.75,63.36,,,,
549,04/16/23 06:40:00 AM,9.76,63.32,,,,
550,04/16/23 06:45:00 AM,9.75,63.32,,,,
551,04/16/23 06:50:00 AM,9.75,63.32,,,,
552,04/16/23 06:55:00 AM,9.74,63.32,,,,
553,04/16/23 07:00:00 AM,9.75,63.32,,,,
554,04/16/23 07:05:00 AM,9.75,63.32,,,,
555,04/16/23 07:10:00 AM,9.74,63.32,,,,
556,04/16/23 07:15:00 AM,9.74,63.32,,,,
557,04/16/23 07:20:00 AM,9.74,63.32,,,,
558,04/16/23 07:25:00 AM,9.74,63.32,,,,
559,04/16/23 07:30:00 AM,9.75,63.32,,,,
560,04/16/23 07:35:00 AM,9.74,63.32,,,,
561,04/16/23 07:40:00 AM,9.75,63.32,,,,
562,04/16/23 07:45:00 AM,9.74,63.32,,,,
563,04/16/23 07:50:00 AM,9.75,63.36,,,,
564,04/16/23 07:55:00 AM,9.73,63.36,,,,
565,04/16/23 08:00:00 AM,9.73,63.36,,,,
566,04/16/23 08:05:00 AM,9.74,63.36,,,,
567,04/16/23 08:10:00 AM,9.73,63.36,,,,
568,04/16/23 08:15:00 AM,9.74,63.36,,,,
569,04/16/23 08:20:00 AM,9.73,63.36,,,,
570,04/16/23 08:25:00 AM,9.74,63.36,,,,
571,04/16/23 08:30:00 AM,9.74,63.36,,,,
572,04/16/23 08:35:00 AM,9.74,63.36,,,,
573,04/16/23 08:40:00 AM,9.74,63.36,,,,
574,04/16/23 08:45:00 AM,9.73,63.36,,,,
575,04/16/23 08:50:00 AM,9.73,63.36,,,,
576,04/16/23 08:55:00 AM,9.73,63.36,,,,
577,04/16/23 09:00:00 AM,9.72,63.36,,,,
578,04/16/23 09:05:00 AM,9.73,63.36,,,,
579,04/16/23 09:10:00 AM,9.73,63.36,,,,
580,04/16/23 09:15:00 AM,9.73,63.36,,,,
581,04/16/23 09:20:00 AM,9.74,63.36,,,,
582,04/16/23 09:25:00 AM,9.73,63.36,,,,
583,04/16/23 09:30:00 AM,9.73,63.36,,,,
584,04/16/23 09:35:00 AM,9.73,63.32,,,,
585,04/16/23 09:40:00 AM,9.74,63.32,,,,
586,04/16/23 09:45:00 AM,9.73,63.32,,,,
587,04/16/23 09:50:00 AM,9.73,63.32,,,,
588,04/16/23 09:55:00 AM,9.73,63.32,,,,
589,04/16/23 10:00:00 AM,9.73,63.32,,,,
590,04/16/23 10:05:00 AM,9.73,63.32,,,,
591,04/16/23 10:10:00 AM,9.73,63.32,,,,
592,04/16/23 10:15:00 AM,9.74,63.32,,,,
593,04/16/23 10:20:00 AM,9.73,63.32,,,,
594,04/16/23 10:25:00 AM,9.73,63.32,,,,
595,04/16/23 10:30:00 AM,9.73,63.32,,,,
596,04/16/23 10:35:00 AM,9.73,63.32,,,,
597,04/16/23 10:40:00 AM,9.74,63.32,,,,
598,04/16/23 10:45:00 AM,9.73,63.32,,,,
599,04/16/23 10:50:00 AM,9.73,63.32,,,,
600,04/16/23 10:55:00 AM,9.73,63.32,,,,
601,04/16/23 11:00:00 AM,9.74,63.32,,,,
602,04/16/23 11:05:00 AM,9.73,63.32,,,,
603,04/16/23 11:10:00 AM,9.73,63.32,,,,
604,04/16/23 11:15:00 AM,9.73,63.32,,,,
605,04/16/23 11:20:00 AM,9.73,63.32,,,,
606,04/16/23 11:25:00 AM,9.73,63.32,,,,
607,04/16/23 11:30:00 AM,9.73,63.32,,,,
608,04/16/23 11:35:00 AM,9.73,63.32,,,,
609,04/16/23 11:40:00 AM,9.73,63.32,,,,
610,04/16/23 11:45:00 AM,9.74,63.36,,,,
611,04/16/23 11:50:00 AM,9.73,63.36,,,,
612,04/16/23 11:55:00 AM,9.73,63.36,,,,
613,04/16/23 12:00:00 PM,9.73,63.36,,,,
614,04/16/23 12:05:00 PM,9.73,63.36,,,,
615,04/16/23 12:10:00 PM,9.73,63.36,,,,
616,04/16/23 12:15:00 PM,9.73,63.36,,,,
617,04/16/23 12:20:00 PM,9.73,63.36,,,,
618,04/16/23 12:25:00 PM,9.72,63.36,,,,
619,04/16/23 12:30:00 PM,9.73,63.36,,,,
620,04/16/23 12:35:00 PM,9.72,63.36,,,,
621,04/16/23 12:40:00 PM,9.73,63.36,,,,
622,04/16/23 12:45:00 PM,9.73,63.39,,,,
623,04/16/23 12:50:00 PM,9.73,63.39,,,,
624,04/16/23 12:55:00 PM,9.72,63.39,,,,
625,04/16/23 01:00:00 PM,9.72,63.39,,,,
626,04/16/23 01:05:00 PM,9.72,63.39,,,,
627,04/16/23 01:10:00 PM,9.72,63.39,,,,
628,04/16/23 01:15:00 PM,9.73,63.43,,,,
629,04/16/23 01:20:00 PM,9.73,63.43,,,,
630,04/16/23 01:25:00 PM,9.72,63.43,,,,
631,04/16/23 01:30:00 PM,9.72,63.43,,,,
632,04/16/23 01:35:00 PM,9.72,63.43,,,,
633,04/16/23 01:40:00 PM,9.71,63.43,,,,
634,04/16/23 01:45:00 PM,9.72,63.46,,,,
635,04/16/23 01:50:00 PM,9.71,63.46,,,,
636,04/16/23 01:55:00 PM,9.72,63.46,,,,
637,04/16/23 02:00:00 PM,9.71,63.50,,,,
638,04/16/23 02:05:00 PM,9.71,63.50,,,,
639,04/16/23 02:10:00 PM,9.70,63.50,,,,
640,04/16/23 02:15:00 PM,9.72,63.54,,,,
641,04/16/23 02:20:00 PM,9.71,63.54,,,,
642,04/16/23 02:25:00 PM,9.70,63.57,,,,
643,04/16/23 02:30:00 PM,9.70,63.57,,,,
644,04/16/23 02:35:00 PM,9.70,63.57,,,,
645,04/16/23 02:40:00 PM,9.70,63.61,,,,
646,04/16/23 02:45:00 PM,9.70,63.61,,,,
647,04/16/23 02:50:00 PM,9.69,63.61,,,,
648,04/16/23 02:55:00 PM,9.70,63.64,,,,
649,04/16/23 03:00:00 PM,9.70,63.64,,,,
650,04/16/23 03:05:00 PM,9.70,63.68,,,,
651,04/16/23 03:10:00 PM,9.69,63.68,,,,
652,04/16/23 03:15:00 PM,9.69,63.68,,,,
653,04/16/23 03:20:00 PM,9.69,63.72,,,,
654,04/16/23 03:25:00 PM,9.69,63.72,,,,
655,04/16/23 03:30:00 PM,9.69,63.72,,,,
656,04/16/23 03:35:00 PM,9.69,63.75,,,,
657,04/16/23 03:40:00 PM,9.69,63.75,,,,
658,04/16/23 03:45:00 PM,9.69,63.79,,,,
659,04/16/23 03:50:00 PM,9.69,63.79,,,,
660,04/16/23 03:55:00 PM,9.69,63.79,,,,
661,04/16/23 04:00:00 PM,9.68,63.79,,,,
662,04/16/23 04:05:00 PM,9.69,63.82,,,,
663,04/16/23 04:10:00 PM,9.69,63.82,,,,
664,04/16/23 04:15:00 PM,9.69,63.82,,,,
665,04/16/23 04:20:00 PM,9.69,63.86,,,,
666,04/16/23 04:25:00 PM,9.69,63.86,,,,
667,04/16/23 04:30:00 PM,9.68,63.86,,,,
668,04/16/23 04:35:00 PM,9.68,63.86,,,,
669,04/16/23 04:40:00 PM,9.69,63.90,,,,
670,04/16/23 04:45:00 PM,9.68,63.90,,,,
671,04/16/23 04:50:00 PM,9.68,63.90,,,,
672,04/16/23 04:55:00 PM,9.68,63.90,,,,
673,04/16/23 05:00:00 PM,9.68,63.90,,,,
674,04/16/23 05:05:00 PM,9.68,63.93,,,,
675,04/16/23 05:10:00 PM,9.68,63.93,,,,
676,04/16/23 05:15:00 PM,9.68,63.93,,,,
677,04/16/23 05:20:00 PM,9.68,63.93,,,,
678,04/16/23 05:25:00 PM,9.68,63.93,,,,
679,04/16/23 05:30:00 PM,9.68,63.93,,,,
680,04/16/23 05:35:00 PM,9.68,63.93,,,,
681,04/16/23 05:40:00 PM,9.65,63.93,,,,
682,04/16/23 05:45:00 PM,9.67,63.93,,,,
683,04/16/23 05:50:00 PM,9.67,63.93,,,,
684,04/16/23 05:55:00 PM,9.68,63.93,,,,
685,04/16/23 06:00:00 PM,9.68,63.93,,,,
686,04/16/23 06:05:00 PM,9.68,63.93,,,,
687,04/16/23 06:10:00 PM,9.67,63.93,,,,
688,04/16/23 06:15:00 PM,9.68,63.93,,,,
689,04/16/23 06:20:00 PM,9.67,63.93,,,,
690,04/16/23 06:25:00 PM,9.68,63.93,,,,
691,04/16/23 06:30:00 PM,9.68,63.93,,,,
692,04/16/23 06:35:00 PM,9.68,63.93,,,,
693,04/16/23 06:40:00 PM,9.68,63.93,,,,
694,04/16/23 06:45:00 PM,9.68,63.93,,,,
695,04/16/23 06:50:00 PM,9.69,63.93,,,,
696,04/16/23 06:55:00 PM,9.68,63.93,,,,
697,04/16/23 07:00:00 PM,9.69,63.93,,,,
698,04/16/23 07:05:00 PM,9.69,63.93,,,,
699,04/16/23 07:10:00 PM,9.69,63.93,,,,
700,04/16/23 07:15:00 PM,9.69,63.93,,,,
701,04/16/23 07:20:00 PM,9.69,63.93,,,,
702,04/16/23 07:25:00 PM,9.69,63.93,,,,
703,04/16/23 07:30:00 PM,9.69,63.93,,,,
704,04/16/23 07:35:00 PM,9.69,63.93,,,,
705,04/16/23 07:40:00 PM,9.69,63.93,,,,
706,04/16/23 07:45:00 PM,9.69,63.93,,,,
707,04/16/23 07:50:00 PM,9.69,63.93,,,,
708,04/16/23 07:55:00 PM,9.70,63.90,,,,
709,04/16/23 08:00:00 PM,9.69,63.90,,,,
710,04/16/23 08:05:00 PM,9.70,63.90,,,,
711,04/16/23 08:10:00 PM,9.71,63.90,,,,
712,04/16/23 08:15:00 PM,9.69,63.90,,,,
713,04/16/23 08:20:00 PM,9.70,63.90,,,,
714,04/16/23 08:25:00 PM,9.70,63.90,,,,
715,04/16/23 08:30:00 PM,9.71,63.86,,,,
716,04/16/23 08:35:00 PM,9.70,63.86,,,,
717,04/16/23 08:40:00 PM,9.70,63.86,,,,
718,04/16/23 08:45:00 PM,9.70,63.86,,,,
719,04/16/23 08:50:00 PM,9.70,63.86,,,,
720,04/16/23 08:55:00 PM,9.71,63.82,,,,
721,04/16/23 09:00:00 PM,9.71,63.82,,,,
722,04/16/23 09:05:00 PM,9.71,63.82,,,,
723,04/16/23 09:10:00 PM,9.70,63.82,,,,
724,04/16/23 09:15:00 PM,9.71,63.79,,,,
725,04/16/23 09:20:00 PM,9.71,63.79,,,,
726,04/16/23 09:25:00 PM,9.71,63.79,,,,
727,04/16/23 09:30:00 PM,9.72,63.75,,,,
728,04/16/23 09:35:00 PM,9.72,63.75,,,,
729,04/16/23 09:40:00 PM,9.72,63.72,,,,
730,04/16/23 09:45:00 PM,9.73,63.72,,,,
731,04/16/23 09:50:00 PM,9.73,63.68,,,,
732,04/16/23 09:55:00 PM,9.73,63.68,,,,
733,04/16/23 10:00:00 PM,9.73,63.64,,,,
734,04/16/23 10:05:00 PM,9.73,63.64,,,,
735,04/16/23 10:10:00 PM,9.73,63.61,,,,
736,04/16/23 10:15:00 PM,9.73,63.61,,,,
737,04/16/23 10:20:00 PM,9.74,63.61,,,,
738,04/16/23 10:25:00 PM,9.74,63.57,,,,
739,04/16/23 10:30:00 PM,9.75,63.54,,,,
740,04/16/23 10:35:00 PM,9.74,63.54,,,,
741,04/16/23 10:40:00 PM,9.75,63.50,,,,
742,04/16/23 10:45:00 PM,9.75,63.50,,,,
743,04/16/23 10:50:00 PM,9.75,63.46,,,,
744,04/16/23 10:55:00 PM,9.75,63.46,,,,
745,04/16/23 11:00:00 PM,9.75,63.43,,,,
746,04/16/23 11:05:00 PM,9.75,63.43,,,,
747,04/16/23 11:10:00 PM,9.76,63.39,,,,
748,04/16/23 11:15:00 PM,9.76,63.39,,,,
749,04/16/23 11:20:00 PM,9.76,63.36,,,,
750,04/16/23 11:25:00 PM,9.76,63.36,,,,
751,04/16/23 11:30:00 PM,9.76,63.32,,,,
752,04/16/23 11:35:00 PM,9.77,63.32,,,,
753,04/16/23 11:40:00 PM,9.77,63.32,,,,
754,04/16/23 11:45:00 PM,9.77,63.32,,,,
755,04/16/23 11:50:00 PM,9.77,63.28,,,,
756,04/16/23 11:55:00 PM,9.76,63.28,,,,
757,04/17/23 12:00:00 AM,9.77,63.28,,,,
758,04/17/23 12:05:00 AM,9.77,63.28,,,,
759,04/17/23 12:10:00 AM,9.77,63.28,,,,
760,04/17/23 12:15:00 AM,9.77,63.28,,,,
761,04/17/23 12:20:00 AM,9.77,63.28,,,,
762,04/17/23 12:25:00 AM,9.77,63.28,,,,
763,04/17/23 12:30:00 AM,9.77,63.32,,,,
764,04/17/23 12:35:00 AM,9.76,63.32,,,,
765,04/17/23 12:40:00 AM,9.76,63.32,,,,
766,04/17/23 12:45:00 AM,9.76,63.36,,,,
767,04/17/23 12:50:00 AM,9.76,63.36,,,,
768,04/17/23 12:55:00 AM,9.75,63.39,,,,
769,04/17/23 01:00:00 AM,9.75,63.43,,,,
770,04/17/23 01:05:00 AM,9.75,63.43,,,,
771,04/17/23 01:10:00 AM,9.74,63.46,,,,
772,04/17/23 01:15:00 AM,9.75,63.46,,,,
773,04/17/23 01:20:00 AM,9.74,63.50,,,,
774,04/17/23 01:25:00 AM,9.74,63.54,,,,
775,04/17/23 01:30:00 AM,9.73,63.57,,,,
776,04/17/23 01:35:00 AM,9.74,63.61,,,,
777,04/17/23 01:40:00 AM,9.73,63.61,,,,
778,04/17/23 01:45:00 AM,9.73,63.64,,,,
779,04/17/23 01:50:00 AM,9.73,63.68,,,,
780,04/17/23 01:55:00 AM,9.72,63.72,,,,
781,04/17/23 02:00:00 AM,9.72,63.72,,,,
782,04/17/23 02:05:00 AM,9.71,63.75,,,,
783,04/17/23 02:10:00 AM,9.71,63.79,,,,
784,04/17/23 02:15:00 AM,9.71,63.79,,,,
785,04/17/23 02:20:00 AM,9.71,63.82,,,,
786,04/17/23 02:25:00 AM,9.71,63.82,,,,
787,04/17/23 02:30:00 AM,9.70,63.86,,,,
788,04/17/23 02:35:00 AM,9.70,63.90,,,,
789,04/17/23 02:40:00 AM,9.70,63.90,,,,
790,04/17/23 02:45:00 AM,9.70,63.90,,,,
791,04/17/23 02:50:00 AM,9.69,63.93,,,,
792,04/17/23 02:55:00 AM,9.70,63.93,,,,
793,04/17/23 03:00:00 AM,9.69,63.93,,,,
794,04/17/23 03:05:00 AM,9.70,63.93,,,,
795,04/17/23 03:10:00 AM,9.69,63.93,,,,
796,04/17/23 03:15:00 AM,9.69,63.97,,,,
797,04/17/23 03:20:00 AM,9.69,63.97,,,,
798,04/17/23 03:25:00 AM,9.69,63.97,,,,
799,04/17/23 03:30:00 AM,9.69,63.93,,,,
800,04/17/23 03:35:00 AM,9.69,63.93,,,,
801,04/17/23 03:40:00 AM,9.69,63.93,,,,
802,04/17/23 03:45:00 AM,9.68,63.93,,,,
803,04/17/23 03:50:00 AM,9.69,63.93,,,,
804,04/17/23 03:55:00 AM,9.69,63.93,,,,
805,04/17/23 04:00:00 AM,9.69,63.90,,,,
806,04/17/23 04:05:00 AM,9.69,63.90,,,,
807,04/17/23 04:10:00 AM,9.69,63.90,,,,
808,04/17/23 04:15:00 AM,9.70,63.86,,,,
809,04/17/23 04:20:00 AM,9.69,63.86,,,,
810,04/17/23 04:25:00 AM,9.69,63.86,,,,
811,04/17/23 04:30:00 AM,9.70,63.82,,,,
812,04/17/23 04:35:00 AM,9.70,63.82,,,,
813,04/17/23 04:40:00 AM,9.69,63.79,,,,
814,04/17/23 04:45:00 AM,9.70,63.79,,,,
815,04/17/23 04:50:00 AM,9.70,63.79,,,,
816,04/17/23 04:55:00 AM,9.70,63.75,,,,
817,04/17/23 05:00:00 AM,9.70,63.75,,,,
818,04/17/23 05:05:00 AM,9.70,63.72,,,,
819,04/17/23 05:10:00 AM,9.70,63.72,,,,
820,04/17/23 05:15:00 AM,9.71,63.68,,,,
821,04/17/23 05:20:00 AM,9.71,63.68,,,,
822,04/17/23 05:25:00 AM,9.71,63.64,,,,
823,04/17/23 05:30:00 AM,9.71,63.64,,,,
824,04/17/23 05:35:00 AM,9.71,63.64,,,,
825,04/17/23 05:40:00 AM,9.71,63.64,,,,
826,04/17/23 05:45:00 AM,9.71,63.61,,,,
827,04/17/23 05:50:00 AM,9.71,63.61,,,,
828,04/17/23 05:55:00 AM,9.72,63.61,,,,
829,04/17/23 06:00:00 AM,9.72,63.61,,,,
830,04/17/23 06:05:00 AM,9.71,63.61,,,,
831,04/17/23 06:10:00 AM,9.72,63.57,,,,
832,04/17/23 06:15:00 AM,9.71,63.61,,,,
833,04/17/23 06:20:00 AM,9.71,63.61,,,,
834,04/17/23 06:25:00 AM,9.71,63.61,,,,
835,04/17/23 06:30:00 AM,9.70,63.61,,,,
836,04/17/23 06:35:00 AM,9.71,63.61,,,,
837,04/17/23 06:40:00 AM,9.70,63.64,,,,
838,04/17/23 06:45:00 AM,9.69,63.64,,,,
839,04/17/23 06:50:00 AM,9.70,63.64,,,,
840,04/17/23 06:55:00 AM,9.70,63.68,,,,
841,04/17/23 07:00:00 AM,9.70,63.68,,,,
842,04/17/23 07:05:00 AM,9.69,63.72,,,,
843,04/17/23 07:10:00 AM,9.69,63.75,,,,
844,04/17/23 07:15:00 AM,9.68,63.79,,,,
845,04/17/23 07:20:00 AM,9.68,63.79,,,,
846,04/17/23 07:25:00 AM,9.68,63.82,,,,
847,04/17/23 07:30:00 AM,9.68,63.86,,,,
848,04/17/23 07:35:00 AM,9.67,63.90,,,,
849,04/17/23 07:40:00 AM,9.67,63.90,,,,
850,04/17/23 07:45:00 AM,9.65,63.93,,,,
851,04/17/23 07:50:00 AM,9.65,63.97,,,,
852,04/17/23 07:55:00 AM,9.64,64.00,,,,
853,04/17/23 08:00:00 AM,9.65,64.04,,,,
854,04/17/23 08:05:00 AM,9.64,64.04,,,,
855,04/17/23 08:10:00 AM,9.63,64.08,,,,
856,04/17/23 08:15:00 AM,9.64,64.11,,,,
857,04/17/23 08:20:00 AM,9.64,64.11,,,,
858,04/17/23 08:25:00 AM,9.62,64.15,,,,
859,04/17/23 08:30:00 AM,9.63,64.15,,,,
860,04/17/23 08:35:00 AM,9.62,64.18,,,,
861,04/17/23 08:40:00 AM,9.62,64.18,,,,
862,04/17/23 08:45:00 AM,9.62,64.22,,,,
863,04/17/23 08:50:00 AM,9.61,64.22,,,,
864,04/17/23 08:55:00 AM,9.62,64.26,,,,
865,04/17/23 09:00:00 AM,9.61,64.26,,,,
866,04/17/23 09:05:00 AM,9.60,64.29,,,,
867,04/17/23 09:10:00 AM,9.60,64.33,,,,
868,04/17/23 09:15:00 AM,9.58,64.40,,,,
869,04/17/23 09:20:00 AM,9.57,64.47,,,,
870,04/17/23 09:25:00 AM,9.56,64.54,,,,
871,04/17/23 09:30:00 AM,9.56,64.62,,,,
872,04/17/23 09:35:00 AM,9.54,64.69,,,,
873,04/17/23 09:40:00 AM,9.54,64.76,,,,
874,04/17/23 09:45:00 AM,9.53,64.80,,,,
875,04/17/23 09:50:00 AM,9.52,64.87,,,,
876,04/17/23 09:55:00 AM,9.52,64.94,,,,
877,04/17/23 10:00:00 AM,9.50,64.98,,,,
878,04/17/23 10:05:00 AM,9.48,65.01,,,,
879,04/17/23 10:10:00 AM,9.49,65.05,,,,
880,04/17/23 10:15:00 AM,9.48,65.08,,,,
881,04/17/23 10:20:00 AM,9.48,65.12,,,,
882,04/17/23 10:25:00 AM,9.48,65.16,,,,
883,04/17/23 10:30:00 AM,9.46,65.23,,,,
884,04/17/23 10:35:00 AM,9.46,65.26,,,,
885,04/17/23 10:40:00 AM,9.45,65.30,,,,
886,04/17/23 10:45:00 AM,9.45,65.37,,,,
887,04/17/23 10:50:00 AM,9.45,65.44,,,,
888,04/17/23 10:55:00 AM,9.43,65.48,,,,
889,04/17/23 11:00:00 AM,9.43,65.55,,,,
890,04/17/23 11:05:00 AM,9.42,65.62,,,,
891,04/17/23 11:10:00 AM,9.41,65.66,,,,
892,04/17/23 11:15:00 AM,9.40,65.73,,,,
893,04/17/23 11:20:00 AM,9.39,65.80,,,,
894,04/17/23 11:25:00 AM,9.40,65.88,,,,
895,04/17/23 11:30:00 AM,9.38,65.95,,,,
896,04/17/23 11:35:00 AM,9.36,66.02,,,,
897,04/17/23 11:40:00 AM,9.36,66.09,,,,
898,04/17/23 11:45:00 AM,9.35,66.20,,,,
899,04/17/23 11:50:00 AM,9.34,66.27,,,,
900,04/17/23 11:55:00 AM,9.33,66.34,,,,
901,04/17/23 12:00:00 PM,9.32,66.45,,,,
902,04/17/23 12:05:00 PM,9.32,66.52,,,,
903,04/17/23 12:10:00 PM,9.31,66.60,,,,
904,04/17/23 12:15:00 PM,9.30,66.70,,,,
905,04/17/23 12:20:00 PM,9.29,66.78,,,,
906,04/17/23 12:25:00 PM,9.28,66.85,,,,
907,04/17/23 12:30:00 PM,9.27,66.92,,,,
908,04/17/23 12:35:00 PM,9.27,66.99,,,,
909,04/17/23 12:40:00 PM,9.26,67.06,,,,
910,04/17/23 12:45:00 PM,9.25,67.14,,,,
911,04/17/23 12:50:00 PM,9.24,67.21,,,,
912,04/17/23 12:55:00 PM,9.23,67.24,,,,
913,04/17/23 01:00:00 PM,9.21,67.32,,,,
914,04/17/23 01:05:00 PM,9.21,67.35,,,,
915,04/17/23 01:10:00 PM,9.21,67.42,,,,
916,04/17/23 01:15:00 PM,9.20,67.46,,,,
917,04/17/23 01:20:00 PM,9.19,67.53,,,,
918,04/17/23 01:25:00 PM,9.19,67.57,,,,
919,04/17/23 01:30:00 PM,9.19,67.60,,,,
920,04/17/23 01:35:00 PM,9.18,67.64,,,,
921,04/17/23 01:40:00 PM,9.18,67.68,,,,
922,04/17/23 01:45:00 PM,9.17,67.71,,,,
923,04/17/23 01:50:00 PM,9.17,67.75,,,,
924,04/17/23 01:55:00 PM,9.16,67.78,,,,
925,04/17/23 02:00:00 PM,9.17,67.82,,,,
926,04/17/23 02:05:00 PM,9.16,67.82,,,,
927,04/17/23 02:10:00 PM,9.16,67.86,,,,
928,04/17/23 02:15:00 PM,9.16,67.89,,,,
929,04/17/23 02:20:00 PM,9.16,67.89,,,,
930,04/17/23 02:25:00 PM,9.14,67.93,,,,
931,04/17/23 02:30:00 PM,9.15,67.93,,,,
932,04/17/23 02:35:00 PM,9.14,67.96,,,,
933,04/17/23 02:40:00 PM,9.15,67.96,,,,
934,04/17/23 02:45:00 PM,9.14,68.00,,,,
935,04/17/23 02:50:00 PM,9.14,68.00,,,,
936,04/17/23 02:55:00 PM,9.14,68.00,,,,
937,04/17/23 03:00:00 PM,9.13,68.04,,,,
938,04/17/23 03:05:00 PM,9.13,68.04,,,,
939,04/17/23 03:10:00 PM,9.13,68.04,,,,
940,04/17/23 03:15:00 PM,9.12,68.07,,,,
941,04/17/23 03:20:00 PM,9.12,68.07,,,,
942,04/17/23 03:25:00 PM,9.12,68.11,,,,
943,04/17/23 03:30:00 PM,9.12,68.11,,,,
944,04/17/23 03:35:00 PM,9.12,68.14,,,,
945,04/17/23 03:40:00 PM,9.12,68.14,,,,
946,04/17/23 03:45:00 PM,9.12,68.14,,,,
