"Plot Title: SC StA DO Meter"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 21658049, SEN S/N: 21658049)","Temp, °F (LGR S/N: 21658049, SEN S/N: 21658049)","Bad Battery (LGR S/N: 21658049)","Coupler Detached (LGR S/N: 21658049)","Good Battery (LGR S/N: 21658049)","Coupler Attached (LGR S/N: 21658049)","Host Connected (LGR S/N: 21658049)","Stopped (LGR S/N: 21658049)","End Of File (LGR S/N: 21658049)"
423,05/07/23 07:28:54 PM,10.90,50.04,,,,,,,
424,05/07/23 08:28:54 PM,10.87,49.57,,,,,,,
425,05/07/23 09:28:54 PM,10.86,48.99,,,,,,,
426,05/07/23 10:28:54 PM,10.85,48.45,,,,,,,
427,05/07/23 11:28:54 PM,10.86,47.91,,,,,,,
428,05/08/23 12:28:54 AM,10.86,47.52,,,,,,,
429,05/08/23 01:28:54 AM,10.85,47.19,,,,,,,
430,05/08/23 02:28:54 AM,10.83,46.94,,,,,,,
431,05/08/23 03:28:54 AM,10.83,46.80,,,,,,,
432,05/08/23 04:28:54 AM,10.85,46.65,,,,,,,
433,05/08/23 05:28:54 AM,10.86,46.54,,,,,,,
434,05/08/23 06:28:54 AM,10.87,46.40,,,,,,,
435,05/08/23 07:28:54 AM,10.89,46.36,,,,,,,
436,05/08/23 08:28:54 AM,10.87,46.51,,,,,,,
437,05/08/23 09:28:54 AM,10.92,46.83,,,,,,,
438,05/08/23 10:28:54 AM,10.93,47.41,,,,,,,
439,05/08/23 11:28:54 AM,10.94,48.06,,,,,,,
440,05/08/23 12:28:54 PM,10.89,48.63,,,,,,,
441,05/08/23 01:28:54 PM,10.91,49.14,,,,,,,
442,05/08/23 02:28:54 PM,10.87,49.78,,,,,,,
443,05/08/23 03:28:54 PM,10.86,50.68,,,,,,,
444,05/08/23 04:28:54 PM,10.80,51.33,,,,,,,
445,05/08/23 05:28:54 PM,10.77,51.55,,,,,,,
446,05/08/23 06:28:54 PM,10.75,51.37,,,,,,,
447,05/08/23 07:28:54 PM,10.74,50.94,,,,,,,
448,05/08/23 08:28:54 PM,10.71,50.32,,,,,,,
449,05/08/23 09:28:54 PM,10.71,49.71,,,,,,,
450,05/08/23 10:28:54 PM,10.70,49.17,,,,,,,
451,05/08/23 11:28:54 PM,10.71,48.63,,,,,,,
452,05/09/23 12:28:54 AM,10.71,48.13,,,,,,,
453,05/09/23 01:28:54 AM,10.74,47.77,,,,,,,
454,05/09/23 02:28:54 AM,10.73,47.52,,,,,,,
455,05/09/23 03:28:54 AM,10.76,47.37,,,,,,,
456,05/09/23 04:28:54 AM,10.73,47.23,,,,,,,
457,05/09/23 05:28:54 AM,10.76,47.16,,,,,,,
458,05/09/23 06:28:54 AM,10.77,47.08,,,,,,,
459,05/09/23 07:28:54 AM,10.77,47.05,,,,,,,
460,05/09/23 08:28:54 AM,10.77,47.05,,,,,,,
461,05/09/23 09:28:54 AM,10.82,47.19,,,,,,,
462,05/09/23 10:28:54 AM,10.86,47.55,,,,,,,
463,05/09/23 11:28:54 AM,10.90,48.34,,,,,,,
464,05/09/23 12:28:54 PM,10.85,49.28,,,,,,,
465,05/09/23 01:28:54 PM,10.87,50.29,,,,,,,
466,05/09/23 02:28:54 PM,10.83,51.40,,,,,,,
467,05/09/23 03:28:54 PM,10.73,52.30,,,,,,,
468,05/09/23 04:28:54 PM,10.65,52.99,,,,,,,
469,05/09/23 05:28:54 PM,10.60,53.38,,,,,,,
470,05/09/23 06:28:54 PM,10.56,53.35,,,,,,,
471,05/09/23 07:28:54 PM,10.51,52.92,,,,,,,
472,05/09/23 08:28:54 PM,10.46,52.23,,,,,,,
473,05/09/23 09:28:54 PM,10.51,51.48,,,,,,,
474,05/09/23 10:28:54 PM,10.49,50.72,,,,,,,
475,05/09/23 11:28:54 PM,10.52,50.11,,,,,,,
476,05/10/23 12:28:54 AM,10.46,49.53,,,,,,,
477,05/10/23 01:28:54 AM,10.51,49.10,,,,,,,
478,05/10/23 02:28:54 AM,10.57,48.70,,,,,,,
479,05/10/23 03:28:54 AM,10.54,48.34,,,,,,,
480,05/10/23 04:28:54 AM,10.54,48.06,,,,,,,
481,05/10/23 05:28:54 AM,10.60,47.80,,,,,,,
482,05/10/23 06:28:54 AM,10.58,47.59,,,,,,,
483,05/10/23 07:28:54 AM,10.63,47.52,,,,,,,
484,05/10/23 08:28:54 AM,10.68,47.59,,,,,,,
485,05/10/23 09:28:54 AM,10.70,47.95,,,,,,,
486,05/10/23 10:28:54 AM,10.72,48.63,,,,,,,
487,05/10/23 11:28:54 AM,10.75,49.53,,,,,,,
488,05/10/23 12:28:54 PM,10.72,50.61,,,,,,,
489,05/10/23 01:28:54 PM,10.68,51.73,,,,,,,
490,05/10/23 02:28:54 PM,10.67,52.81,,,,,,,
491,05/10/23 03:28:54 PM,10.57,53.71,,,,,,,
492,05/10/23 04:28:54 PM,10.51,54.36,,,,,,,
493,05/10/23 05:28:54 PM,10.46,54.64,,,,,,,
494,05/10/23 06:28:54 PM,10.42,54.54,,,,,,,
495,05/10/23 07:28:54 PM,10.38,54.07,,,,,,,
496,05/10/23 08:28:54 PM,10.39,53.31,,,,,,,
497,05/10/23 09:28:54 PM,10.35,52.45,,,,,,,
498,05/10/23 10:28:54 PM,10.38,51.66,,,,,,,
499,05/10/23 11:28:54 PM,10.41,50.97,,,,,,,
500,05/11/23 12:28:54 AM,10.43,50.36,,,,,,,
501,05/11/23 01:28:54 AM,10.42,49.82,,,,,,,
502,05/11/23 02:28:54 AM,10.44,49.35,,,,,,,
503,05/11/23 03:28:54 AM,10.48,48.92,,,,,,,
504,05/11/23 04:28:54 AM,10.51,48.60,,,,,,,
505,05/11/23 05:28:54 AM,10.51,48.27,,,,,,,
506,05/11/23 06:28:54 AM,10.53,48.02,,,,,,,
507,05/11/23 07:28:54 AM,10.58,47.88,,,,,,,
508,05/11/23 08:28:54 AM,10.62,47.95,,,,,,,
509,05/11/23 09:28:54 AM,10.66,48.31,,,,,,,
510,05/11/23 10:28:54 AM,10.61,48.88,,,,,,,
511,05/11/23 11:28:54 AM,10.70,49.71,,,,,,,
512,05/11/23 12:28:54 PM,10.68,50.72,,,,,,,
513,05/11/23 01:28:54 PM,10.68,51.80,,,,,,,
514,05/11/23 02:28:54 PM,10.63,52.88,,,,,,,
515,05/11/23 03:28:54 PM,10.56,53.78,,,,,,,
516,05/11/23 04:28:54 PM,10.48,54.43,,,,,,,
517,05/11/23 05:28:54 PM,10.44,54.75,,,,,,,
518,05/11/23 06:28:54 PM,10.38,54.64,,,,,,,
519,05/11/23 07:28:54 PM,10.36,54.18,,,,,,,
520,05/11/23 08:28:54 PM,10.35,53.46,,,,,,,
521,05/11/23 09:28:54 PM,10.33,52.74,,,,,,,
522,05/11/23 10:28:54 PM,10.33,52.05,,,,,,,
523,05/11/23 11:28:54 PM,10.32,51.40,,,,,,,
524,05/12/23 12:28:54 AM,10.30,50.79,,,,,,,
525,05/12/23 01:28:54 AM,10.35,50.29,,,,,,,
526,05/12/23 02:28:54 AM,10.35,49.82,,,,,,,
527,05/12/23 03:28:54 AM,10.39,49.42,,,,,,,
528,05/12/23 04:28:54 AM,10.43,49.14,,,,,,,
529,05/12/23 05:28:54 AM,10.41,48.85,,,,,,,
530,05/12/23 06:28:54 AM,10.46,48.60,,,,,,,
531,05/12/23 07:28:54 AM,10.48,48.49,,,,,,,
532,05/12/23 08:28:54 AM,10.52,48.63,,,,,,,
533,05/12/23 09:28:54 AM,10.54,48.99,,,,,,,
534,05/12/23 10:28:54 AM,10.60,49.64,,,,,,,
535,05/12/23 11:28:54 AM,10.52,50.50,,,,,,,
536,05/12/23 12:28:54 PM,10.56,51.62,,,,,,,
537,05/12/23 01:28:54 PM,10.56,52.77,,,,,,,
538,05/12/23 02:28:54 PM,10.47,53.96,,,,,,,
539,05/12/23 03:28:54 PM,10.42,55.00,,,,,,,
540,05/12/23 04:28:54 PM,10.33,55.76,,,,,,,
541,05/12/23 05:28:54 PM,10.26,56.19,,,,,,,
542,05/12/23 06:28:54 PM,10.22,56.30,,,,,,,
543,05/12/23 07:28:54 PM,10.19,55.94,,,,,,,
544,05/12/23 08:28:54 PM,10.19,55.33,,,,,,,
545,05/12/23 09:28:54 PM,10.13,54.50,,,,,,,
546,05/12/23 10:28:54 PM,10.11,53.74,,,,,,,
547,05/12/23 11:28:54 PM,10.14,52.99,,,,,,,
548,05/13/23 12:28:54 AM,10.14,52.41,,,,,,,
549,05/13/23 01:28:54 AM,10.15,51.87,,,,,,,
550,05/13/23 02:28:54 AM,10.16,51.40,,,,,,,
551,05/13/23 03:28:54 AM,10.17,50.97,,,,,,,
552,05/13/23 04:28:54 AM,10.18,50.61,,,,,,,
553,05/13/23 05:28:54 AM,10.23,50.36,,,,,,,
554,05/13/23 06:28:54 AM,10.28,50.14,,,,,,,
555,05/13/23 07:28:54 AM,10.28,50.04,,,,,,,
556,05/13/23 08:28:54 AM,10.31,50.18,,,,,,,
557,05/13/23 09:28:54 AM,10.37,50.61,,,,,,,
558,05/13/23 10:28:54 AM,10.38,51.33,,,,,,,
559,05/13/23 11:28:54 AM,10.37,52.20,,,,,,,
560,05/13/23 12:28:54 PM,10.32,53.31,,,,,,,
561,05/13/23 01:28:54 PM,10.31,54.54,,,,,,,
562,05/13/23 02:28:54 PM,10.31,55.76,,,,,,,
563,05/13/23 03:28:54 PM,10.22,56.77,,,,,,,
564,05/13/23 04:28:54 PM,10.13,57.60,,,,,,,
565,05/13/23 05:28:54 PM,10.05,57.99,,,,,,,
566,05/13/23 06:28:54 PM,10.03,58.06,,,,,,,
567,05/13/23 07:28:54 PM,9.95,57.74,,,,,,,
568,05/13/23 08:28:54 PM,9.94,57.09,,,,,,,
569,05/13/23 09:28:54 PM,9.90,56.26,,,,,,,
570,05/13/23 10:28:54 PM,9.92,55.44,,,,,,,
571,05/13/23 11:28:54 PM,9.90,54.68,,,,,,,
572,05/14/23 12:28:54 AM,9.88,54.03,,,,,,,
573,05/14/23 01:28:54 AM,9.90,53.49,,,,,,,
574,05/14/23 02:28:54 AM,9.92,52.99,,,,,,,
575,05/14/23 03:28:54 AM,9.97,52.56,,,,,,,
576,05/14/23 04:28:54 AM,10.00,52.20,,,,,,,
577,05/14/23 05:28:54 AM,9.99,51.91,,,,,,,
578,05/14/23 06:28:54 AM,9.97,51.62,,,,,,,
579,05/14/23 07:28:54 AM,10.02,51.55,,,,,,,
580,05/14/23 08:28:54 AM,10.03,51.66,,,,,,,
581,05/14/23 09:28:54 AM,10.13,52.09,,,,,,,
582,05/14/23 10:28:54 AM,10.09,52.74,,,,,,,
583,05/14/23 11:28:54 AM,10.08,53.64,,,,,,,
584,05/14/23 12:28:54 PM,10.15,54.79,,,,,,,
585,05/14/23 01:28:54 PM,10.09,56.05,,,,,,,
586,05/14/23 02:28:54 PM,10.03,57.24,,,,,,,
587,05/14/23 03:28:54 PM,9.94,58.28,,,,,,,
588,05/14/23 04:28:54 PM,9.90,59.07,,,,,,,
589,05/14/23 05:28:54 PM,9.84,59.40,,,,,,,
590,05/14/23 06:28:54 PM,9.73,59.40,,,,,,,
591,05/14/23 07:28:54 PM,9.64,59.00,,,,,,,
592,05/14/23 08:28:54 PM,9.71,58.39,,,,,,,
593,05/14/23 09:28:54 PM,9.65,57.56,,,,,,,
594,05/14/23 10:28:54 PM,9.64,56.77,,,,,,,
595,05/14/23 11:28:54 PM,9.67,56.05,,,,,,,
596,05/15/23 12:28:54 AM,9.68,55.44,,,,,,,
597,05/15/23 01:28:54 AM,9.63,54.90,,,,,,,
598,05/15/23 02:28:54 AM,9.65,54.43,,,,,,,
599,05/15/23 03:28:54 AM,9.67,53.96,,,,,,,
600,05/15/23 04:28:54 AM,9.69,53.60,,,,,,,
601,05/15/23 05:28:54 AM,9.73,53.28,,,,,,,
602,05/15/23 06:28:54 AM,9.70,53.02,,,,,,,
603,05/15/23 07:28:54 AM,9.70,52.92,,,,,,,
604,05/15/23 08:28:54 AM,9.75,53.02,,,,,,,
605,05/15/23 09:28:54 AM,9.80,53.42,,,,,,,
606,05/15/23 10:28:54 AM,9.80,54.07,,,,,,,
607,05/15/23 11:28:54 AM,9.85,55.04,,,,,,,
608,05/15/23 12:28:54 PM,9.86,56.12,,,,,,,
609,05/15/23 01:28:54 PM,9.83,57.31,,,,,,,
610,05/15/23 02:28:54 PM,9.79,58.46,,,,,,,
611,05/15/23 03:28:54 PM,9.74,59.47,,,,,,,
612,05/15/23 04:28:54 PM,9.67,60.15,,,,,,,
613,05/15/23 05:28:54 PM,9.64,60.48,,,,,,,
614,05/15/23 06:28:54 PM,9.59,60.44,,,,,,,
615,05/15/23 07:28:54 PM,9.55,60.01,,,,,,,
616,05/15/23 08:28:54 PM,9.57,59.29,,,,,,,
617,05/15/23 09:28:54 PM,9.49,58.42,,,,,,,
618,05/15/23 10:28:54 PM,9.52,57.67,,,,,,,
619,05/15/23 11:28:54 PM,9.49,57.02,,,,,,,
620,05/16/23 12:28:54 AM,9.45,56.41,,,,,,,
621,05/16/23 01:28:54 AM,9.48,55.94,,,,,,,
622,05/16/23 02:28:54 AM,9.48,55.51,,,,,,,
623,05/16/23 03:28:54 AM,9.54,55.22,,,,,,,
624,05/16/23 04:28:54 AM,9.53,54.90,,,,,,,
625,05/16/23 05:28:54 AM,9.54,54.64,,,,,,,
626,05/16/23 06:28:54 AM,9.55,54.43,,,,,,,
627,05/16/23 07:28:54 AM,9.56,54.28,,,,,,,
628,05/16/23 08:28:54 AM,9.55,54.21,,,,,,,
629,05/16/23 09:28:54 AM,9.63,54.25,,,,,,,
630,05/16/23 10:28:54 AM,9.67,54.39,,,,,,,
631,05/16/23 11:28:54 AM,9.72,54.72,,,,,,,
632,05/16/23 12:28:54 PM,9.76,55.26,,,,,,,
633,05/16/23 01:28:54 PM,9.80,56.08,,,,,,,
634,05/16/23 02:28:54 PM,9.80,57.34,,,,,,,
635,05/16/23 03:28:54 PM,9.75,58.39,,,,,,,
636,05/16/23 04:28:54 PM,9.72,59.07,,,,,,,
637,05/16/23 05:28:54 PM,9.69,59.40,,,,,,,
638,05/16/23 06:28:54 PM,9.63,59.40,,,,,,,
639,05/16/23 07:28:54 PM,9.60,59.14,,,,,,,
640,05/16/23 08:28:54 PM,9.57,58.64,,,,,,,
641,05/16/23 09:28:54 PM,9.53,57.96,,,,,,,
642,05/16/23 10:28:54 PM,9.46,57.31,,,,,,,
643,05/16/23 11:28:54 PM,9.46,56.66,,,,,,,
644,05/17/23 12:28:54 AM,9.42,56.16,,,,,,,
645,05/17/23 01:28:54 AM,9.41,55.69,,,,,,,
646,05/17/23 02:28:54 AM,9.39,55.36,,,,,,,
647,05/17/23 03:28:54 AM,9.40,55.04,,,,,,,
648,05/17/23 04:28:54 AM,9.43,54.79,,,,,,,
649,05/17/23 05:28:54 AM,9.45,54.57,,,,,,,
650,05/17/23 06:28:54 AM,9.43,54.32,,,,,,,
651,05/17/23 07:28:54 AM,9.45,54.18,,,,,,,
652,05/17/23 08:28:54 AM,9.46,54.21,,,,,,,
653,05/17/23 09:28:54 AM,9.52,54.46,,,,,,,
654,05/17/23 10:28:54 AM,9.60,55.00,,,,,,,
655,05/17/23 11:28:54 AM,9.62,55.80,,,,,,,
656,05/17/23 12:28:54 PM,9.67,56.77,,,,,,,
657,05/17/23 01:28:54 PM,9.67,57.81,,,,,,,
658,05/17/23 02:28:54 PM,9.61,58.89,,,,,,,
659,05/17/23 03:28:54 PM,9.59,59.83,,,,,,,
660,05/17/23 04:28:54 PM,9.53,60.51,,,,,,,
661,05/17/23 05:28:54 PM,9.46,60.87,,,,,,,
662,05/17/23 06:28:54 PM,9.41,60.94,,,,,,,
663,05/17/23 07:28:54 PM,9.41,60.69,,,,,,,
664,05/17/23 08:28:54 PM,9.31,60.15,,,,,,,
665,05/17/23 09:28:54 PM,9.32,59.36,,,,,,,
666,05/17/23 10:28:54 PM,9.27,58.57,,,,,,,
667,05/17/23 11:28:54 PM,9.24,57.85,,,,,,,
668,05/18/23 12:28:54 AM,9.23,57.27,,,,,,,
669,05/18/23 01:28:54 AM,9.20,56.62,,,,,,,
670,05/18/23 02:28:54 AM,9.20,56.08,,,,,,,
671,05/18/23 03:28:54 AM,9.19,55.69,,,,,,,
672,05/18/23 04:28:54 AM,9.23,55.29,,,,,,,
673,05/18/23 05:28:54 AM,9.26,54.93,,,,,,,
674,05/18/23 06:28:54 AM,9.27,54.64,,,,,,,
675,05/18/23 07:28:54 AM,9.30,54.43,,,,,,,
676,05/18/23 08:28:54 AM,9.33,54.25,,,,,,,
677,05/18/23 09:28:54 AM,9.41,54.32,,,,,,,
678,05/18/23 10:28:54 AM,9.47,54.46,,,,,,,
679,05/18/23 11:28:54 AM,9.53,54.97,,,,,,,
680,05/18/23 12:28:54 PM,9.60,55.87,,,,,,,
681,05/18/23 01:28:54 PM,9.64,56.98,,,,,,,
682,05/18/23 02:28:54 PM,9.61,58.10,,,,,,,
683,05/18/23 03:28:54 PM,9.59,59.04,,,,,,,
684,05/18/23 04:28:54 PM,9.55,59.83,,,,,,,
685,05/18/23 05:28:54 PM,9.50,60.26,,,,,,,
686,05/18/23 06:28:54 PM,9.49,60.22,,,,,,,
687,05/18/23 07:28:54 PM,9.43,59.79,,,,,,,
688,05/18/23 08:28:54 PM,9.39,59.14,,,,,,,
689,05/18/23 09:28:54 PM,9.35,58.46,,,,,,,
690,05/18/23 10:28:54 PM,9.31,57.85,,,,,,,
691,05/18/23 11:28:54 PM,9.26,57.27,,,,,,,
692,05/19/23 12:28:54 AM,9.26,56.88,,,,,,,
693,05/19/23 01:28:54 AM,9.21,56.41,,,,,,,
694,05/19/23 02:28:54 AM,9.19,56.12,,,,,,,
695,05/19/23 03:28:54 AM,9.19,55.76,,,,,,,
696,05/19/23 04:28:54 AM,9.24,55.51,,,,,,,
697,05/19/23 05:28:54 AM,9.20,55.22,,,,,,,
698,05/19/23 06:28:54 AM,9.20,55.00,,,,,,,
699,05/19/23 07:28:54 AM,9.25,54.82,,,,,,,
700,05/19/23 08:28:54 AM,9.28,54.68,,,,,,,
701,05/19/23 09:28:54 AM,9.35,54.90,,,,,,,
702,05/19/23 10:28:54 AM,9.42,55.33,,,,,,,
703,05/19/23 11:28:54 AM,9.43,56.08,,,,,,,
704,05/19/23 12:28:54 PM,9.52,56.98,,,,,,,
705,05/19/23 01:28:54 PM,9.54,57.99,,,,,,,
706,05/19/23 02:28:54 PM,9.54,59.04,,,,,,,
707,05/19/23 03:28:54 PM,9.50,60.01,,,,,,,
708,05/19/23 04:28:54 PM,9.44,60.73,,,,,,,
709,05/19/23 05:28:54 PM,9.41,61.23,,,,,,,
710,05/19/23 06:28:54 PM,9.34,61.38,,,,,,,
711,05/19/23 07:28:54 PM,9.29,61.05,,,,,,,
712,05/19/23 08:28:54 PM,9.24,60.40,,,,,,,
713,05/19/23 09:28:54 PM,9.23,59.72,,,,,,,
714,05/19/23 10:28:54 PM,9.17,58.93,,,,,,,
715,05/19/23 11:28:54 PM,9.14,58.21,,,,,,,
716,05/20/23 12:28:54 AM,9.12,57.63,,,,,,,
717,05/20/23 01:28:54 AM,9.04,57.13,,,,,,,
718,05/20/23 02:28:54 AM,9.04,56.70,,,,,,,
719,05/20/23 03:28:54 AM,9.08,56.34,,,,,,,
720,05/20/23 04:28:54 AM,8.94,56.01,,,,,,,
721,05/20/23 05:28:54 AM,9.10,55.72,,,,,,,
722,05/20/23 06:28:54 AM,9.11,55.44,,,,,,,
723,05/20/23 07:28:54 AM,9.12,55.18,,,,,,,
724,05/20/23 08:28:54 AM,9.17,55.04,,,,,,,
725,05/20/23 09:28:54 AM,9.19,54.93,,,,,,,
726,05/20/23 10:28:54 AM,9.30,55.00,,,,,,,
727,05/20/23 11:28:54 AM,9.36,55.22,,,,,,,
728,05/20/23 12:28:54 PM,9.45,55.83,,,,,,,
729,05/20/23 01:28:54 PM,9.50,56.70,,,,,,,
730,05/20/23 02:28:54 PM,9.54,57.78,,,,,,,
731,05/20/23 03:28:54 PM,9.50,58.82,,,,,,,
732,05/20/23 04:28:54 PM,9.50,59.72,,,,,,,
733,05/20/23 05:28:54 PM,9.44,60.19,,,,,,,
734,05/20/23 06:28:54 PM,9.36,60.30,,,,,,,
735,05/20/23 07:28:54 PM,9.32,60.08,,,,,,,
736,05/20/23 08:28:54 PM,9.28,59.58,,,,,,,
737,05/20/23 09:28:54 PM,9.21,58.93,,,,,,,
738,05/20/23 10:28:54 PM,9.19,58.28,,,,,,,
739,05/20/23 11:28:54 PM,9.15,57.78,,,,,,,
740,05/21/23 12:28:54 AM,9.12,57.31,,,,,,,
741,05/21/23 01:28:54 AM,9.08,56.80,,,,,,,
742,05/21/23 02:28:54 AM,9.06,56.41,,,,,,,
743,05/21/23 03:28:54 AM,9.06,56.08,,,,,,,
744,05/21/23 04:28:54 AM,9.08,55.72,,,,,,,
745,05/21/23 05:28:54 AM,9.08,55.44,,,,,,,
746,05/21/23 06:28:54 AM,9.09,55.18,,,,,,,
747,05/21/23 07:28:54 AM,9.12,55.00,,,,,,,
748,05/21/23 08:28:54 AM,9.15,54.90,,,,,,,
749,05/21/23 09:28:54 AM,9.23,54.97,,,,,,,
750,05/21/23 10:28:54 AM,9.32,55.22,,,,,,,
751,05/21/23 11:28:54 AM,9.42,55.44,,,,,,,
752,05/21/23 12:28:54 PM,9.48,55.62,,,,,,,
753,05/21/23 01:28:54 PM,9.52,55.80,,,,,,,
754,05/21/23 02:28:54 PM,9.54,55.98,,,,,,,
755,05/21/23 03:28:54 PM,9.59,56.19,,,,,,,
756,05/21/23 04:28:54 PM,9.61,56.30,,,,,,,
757,05/21/23 05:28:54 PM,9.63,56.34,,,,,,,
758,05/21/23 06:28:54 PM,9.60,56.30,,,,,,,
759,05/21/23 07:28:54 PM,9.58,56.16,,,,,,,
760,05/21/23 08:28:54 PM,9.54,56.01,,,,,,,
761,05/21/23 09:28:54 PM,9.50,55.80,,,,,,,
762,05/21/23 10:28:54 PM,9.43,55.51,,,,,,,
763,05/21/23 11:28:54 PM,9.35,55.18,,,,,,,
764,05/22/23 12:28:54 AM,9.33,54.97,,,,,,,
765,05/22/23 01:28:54 AM,9.28,54.72,,,,,,,
766,05/22/23 02:28:54 AM,9.26,54.39,,,,,,,
767,05/22/23 03:28:54 AM,9.24,54.18,,,,,,,
768,05/22/23 04:28:54 AM,9.24,53.96,,,,,,,
769,05/22/23 05:28:54 AM,9.24,53.74,,,,,,,
770,05/22/23 06:28:54 AM,9.25,53.60,,,,,,,
771,05/22/23 07:28:54 AM,9.25,53.49,,,,,,,
772,05/22/23 08:28:54 AM,9.27,53.42,,,,,,,
773,05/22/23 09:28:54 AM,9.31,53.38,,,,,,,
774,05/22/23 10:28:54 AM,9.41,53.46,,,,,,,
775,05/22/23 11:28:54 AM,9.46,53.56,,,,,,,
776,05/22/23 12:28:54 PM,9.53,53.78,,,,,,,
777,05/22/23 01:28:54 PM,9.57,54.07,,,,,,,
778,05/22/23 02:28:54 PM,9.59,54.75,,,,,,,
779,05/22/23 03:28:54 PM,9.62,55.76,,,,,,,
780,05/22/23 04:28:54 PM,9.62,56.52,,,,,,,
781,05/22/23 05:28:54 PM,9.61,56.95,,,,,,,
782,05/22/23 06:28:54 PM,9.63,57.13,,,,,,,
783,05/22/23 07:28:54 PM,9.60,57.20,,,,,,,
784,05/22/23 08:28:54 PM,9.52,57.06,,,,,,,
785,05/22/23 09:28:54 PM,9.45,56.73,,,,,,,
786,05/22/23 10:28:54 PM,9.41,56.19,,,,,,,
787,05/22/23 11:28:54 PM,9.35,55.58,,,,,,,
788,05/23/23 12:28:54 AM,9.34,55.00,,,,,,,
789,05/23/23 01:28:54 AM,9.30,54.50,,,,,,,
790,05/23/23 02:28:54 AM,9.28,54.03,,,,,,,
791,05/23/23 03:28:54 AM,9.27,53.60,,,,,,,
792,05/23/23 04:28:54 AM,9.29,53.24,,,,,,,
793,05/23/23 05:28:54 AM,9.28,52.84,,,,,,,
794,05/23/23 06:28:54 AM,9.33,52.59,,,,,,,
795,05/23/23 07:28:54 AM,9.38,52.38,,,,,,,
796,05/23/23 08:28:54 AM,9.42,52.38,,,,,,,
797,05/23/23 09:28:54 AM,9.44,52.59,,,,,,,
798,05/23/23 10:28:54 AM,9.52,53.02,,,,,,,
799,05/23/23 11:28:54 AM,9.57,53.53,,,,,,,
800,05/23/23 12:28:54 PM,9.64,54.21,,,,,,,
801,05/23/23 01:28:54 PM,9.69,55.00,,,,,,,
802,05/23/23 02:28:54 PM,9.63,55.69,,,,,,,
803,05/23/23 03:28:54 PM,9.67,56.30,,,,,,,
804,05/23/23 04:28:54 PM,9.65,56.66,,,,,,,
805,05/23/23 05:28:54 PM,9.67,57.02,,,,,,,
806,05/23/23 06:28:54 PM,9.63,57.13,,,,,,,
807,05/23/23 07:28:54 PM,9.58,57.09,,,,,,,
808,05/23/23 08:28:54 PM,9.53,56.88,,,,,,,
809,05/23/23 09:28:54 PM,9.46,56.48,,,,,,,
810,05/23/23 10:28:54 PM,9.36,56.01,,,,,,,
811,05/23/23 11:28:54 PM,9.34,55.54,,,,,,,
812,05/24/23 12:28:54 AM,9.29,55.15,,,,,,,
813,05/24/23 01:28:54 AM,9.26,54.72,,,,,,,
814,05/24/23 02:28:54 AM,9.18,54.39,,,,,,,
815,05/24/23 03:28:54 AM,9.16,54.10,,,,,,,
816,05/24/23 04:28:54 AM,9.17,53.85,,,,,,,
817,05/24/23 05:28:54 AM,9.17,53.60,,,,,,,
818,05/24/23 06:28:54 AM,9.17,53.35,,,,,,,
819,05/24/23 07:28:54 AM,9.20,53.17,,,,,,,
820,05/24/23 08:28:54 AM,9.25,53.20,,,,,,,
821,05/24/23 09:28:54 AM,9.28,53.46,,,,,,,
822,05/24/23 10:28:54 AM,9.38,53.96,,,,,,,
823,05/24/23 11:28:54 AM,9.45,54.72,,,,,,,
824,05/24/23 12:28:54 PM,9.49,55.62,,,,,,,
825,05/24/23 01:28:54 PM,9.50,56.66,,,,,,,
826,05/24/23 02:28:54 PM,9.52,57.67,,,,,,,
827,05/24/23 03:28:54 PM,9.49,58.64,,,,,,,
828,05/24/23 04:28:54 PM,9.48,59.47,,,,,,,
829,05/24/23 05:28:54 PM,9.45,59.94,,,,,,,
830,05/24/23 06:28:54 PM,9.39,60.12,,,,,,,
831,05/24/23 07:28:54 PM,9.32,59.90,,,,,,,
832,05/24/23 08:28:54 PM,9.28,59.50,,,,,,,
833,05/24/23 09:28:54 PM,9.24,58.93,,,,,,,
834,05/24/23 10:28:54 PM,9.15,58.28,,,,,,,
835,05/24/23 11:28:54 PM,9.13,57.49,,,,,,,
836,05/25/23 12:28:54 AM,9.09,56.77,,,,,,,
837,05/25/23 01:28:54 AM,9.05,56.01,,,,,,,
838,05/25/23 02:28:54 AM,9.03,55.47,,,,,,,
839,05/25/23 03:28:54 AM,9.01,55.00,,,,,,,
840,05/25/23 04:28:54 AM,8.99,54.54,,,,,,,
841,05/25/23 05:28:54 AM,9.00,54.10,,,,,,,
842,05/25/23 06:28:54 AM,9.03,53.82,,,,,,,
843,05/25/23 07:28:54 AM,9.06,53.56,,,,,,,
844,05/25/23 08:28:54 AM,9.10,53.60,,,,,,,
845,05/25/23 09:28:54 AM,9.16,53.82,,,,,,,
846,05/25/23 10:28:54 AM,9.20,54.36,,,,,,,
847,05/25/23 11:28:54 AM,9.28,55.15,,,,,,,
848,05/25/23 12:28:54 PM,9.29,56.12,,,,,,,
849,05/25/23 01:28:54 PM,9.38,57.27,,,,,,,
850,05/25/23 02:28:54 PM,9.33,58.35,,,,,,,
851,05/25/23 03:28:54 PM,9.33,59.47,,,,,,,
852,05/25/23 04:28:54 PM,9.30,60.33,,,,,,,
